id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,House Address,sqft_living15,sqft_lot15
3013300017,04/08/15,535000,3,1,1290,6859,1,0,0,4,7,1290,0,1941,0,98136,47.5317,-122.387,"7916 California Ave SW, Seattle, WA 98136, USA",1560,6369
1982200015,9/19/2014,555000,4,2,1680,2600,1,0,0,5,7,840,840,1915,0,98107,47.6648,-122.363,"353 NW 50th St, Seattle, WA 98107, USA",1680,3340
7140700300,11/19/2014,312000,3,2.5,2280,6386,2,0,0,3,8,2280,0,2008,0,98042,47.3861,-122.096,"24103 184th Ave SE, Covington, WA 98042, USA",2550,4835
9363600457,06/03/14,785200,3,2.25,1840,3500,1.5,0,0,5,8,1540,300,1910,0,98122,47.6063,-122.292,"3110 E Jefferson St, Seattle, WA 98122, USA",1800,3300
1245001220,10/16/2014,749000,4,2,2040,11850,1,0,2,3,7,1020,1020,1959,0,98033,47.6891,-122.208,"114 17th Pl, Kirkland, WA 98033, USA",2040,8504
723049333,04/05/15,285000,3,1.5,1490,10367,1,0,0,3,7,1010,480,1957,0,98146,47.4973,-122.347,"925 SW 118th St, Seattle, WA 98146, USA",1000,8254
7853301220,09/10/14,425000,4,2.5,2440,5088,2,0,0,3,7,2440,0,2007,0,98065,47.5406,-121.889,"33818 SE Sorenson St, Snoqualmie, WA 98065, USA",2440,5762
8665900336,7/17/2014,360000,3,2,1930,15540,1,0,0,3,8,1260,670,1958,0,98155,47.7675,-122.307,"19036 21st Ave NE, Lake Forest Park, WA 98155, USA",1900,12123
1591000015,05/05/15,260000,3,1,1200,6615,1,0,0,4,7,1200,0,1954,0,98106,47.5168,-122.351,"9617 12th Ave SW, Seattle, WA 98106, USA",1230,6615
7972601270,5/30/2014,369000,3,2,1550,8509,1,0,0,3,7,1150,400,1959,0,98106,47.5299,-122.344,"8102 7th Ave SW, Seattle, WA 98106, USA",1840,7620
1221039156,8/15/2014,275000,4,2.5,2180,11132,1,0,0,4,8,1620,560,1978,0,98023,47.3187,-122.367,"31523 27th Ave SW, Federal Way, WA 98023, USA",1950,13801
993001332,09/03/14,407000,3,2.25,1430,1448,3,0,0,3,8,1430,0,2005,0,98103,47.6916,-122.341,"8540 Stone Ave N, Seattle, WA 98103, USA",1430,1383
7748000025,04/12/15,575000,2,1.75,1230,5418,1,0,0,3,8,990,240,1949,0,98117,47.6839,-122.376,"7523 Mary Ave NW, Seattle, WA 98117, USA",1330,5074
7871500485,4/27/2015,1.24E+06,3,1.5,1670,3852,2,0,3,4,8,1670,0,1928,0,98119,47.6411,-122.371,"2512 11th Ave W, Seattle, WA 98119, USA",2320,4572
1370802540,01/08/15,875000,2,2.5,2720,4913,1,0,1,4,8,1700,1020,1936,0,98199,47.6384,-122.404,"2116 Edgemont Pl W, Seattle, WA 98199, USA",2520,5303
1839500115,07/12/14,320000,4,1.5,2220,6811,1,0,0,4,7,1270,950,1961,0,98056,47.5059,-122.193,"1525 Monterey Ave NE, Renton, WA 98056, USA",1800,7350
4389201064,07/03/14,810000,3,1.5,1520,9041,1,0,0,4,7,1520,0,1954,0,98004,47.6158,-122.213,"511 96th Ave NE, Bellevue, WA 98004, USA",3260,10020
1545805820,4/14/2015,274000,3,1.75,1590,7620,1,0,0,4,7,1090,500,1984,0,98038,47.3655,-122.048,"26339 220th Pl SE, Maple Valley, WA 98038, USA",1590,7620
273800100,12/19/2014,239900,4,1.75,1480,9523,1,0,0,3,7,1120,360,1959,0,98030,47.3732,-122.217,"837 Maplewood Ave, Kent, WA 98030, USA",1590,8300
7663700654,12/14/2014,450000,4,1.5,1860,7808,1,0,0,3,7,1080,780,1953,0,98125,47.7314,-122.3,"14040 26th Ave NE, Seattle, WA 98125, USA",1530,7884
3751606513,6/30/2014,263400,4,2,1360,60548,1,0,0,3,6,960,400,1960,0,98001,47.2718,-122.265,"36656 55th Pl S, Auburn, WA 98001, USA",1930,28800
399000025,4/15/2015,265000,3,1,1360,5967,1,0,0,3,6,1360,0,1954,0,98178,47.4973,-122.256,"6210 S 118th Pl, Seattle, WA 98178, USA",1360,6052
7130300785,6/16/2014,418000,4,3,2360,6250,1,0,2,3,7,1460,900,1960,0,98118,47.512,-122.249,"9953 Rainier Ave S, Seattle, WA 98178, USA",2500,6250
3818700123,8/13/2014,390000,3,2,2360,5737,2,0,0,3,8,2360,0,2003,0,98028,47.7633,-122.262,"18520 61st Pl NE, Kenmore, WA 98028, USA",1600,9163
7891600245,4/22/2015,430000,3,2,1860,7500,1,0,0,3,7,930,930,1909,1950,98106,47.5662,-122.364,"4108 25th Ave SW, Seattle, WA 98106, USA",1000,5000
5556300076,4/23/2015,1.44E+06,3,2.25,2630,9705,2.5,0,2,4,8,2630,0,1987,0,98052,47.6485,-122.121,"16410 NE 43rd Ct, Redmond, WA 98052, USA",2640,14284
3421069118,11/20/2014,297000,2,1.75,1280,37373,1,0,0,4,7,1280,0,1996,0,98022,47.2631,-122.019,"24225 SE 376th St, Enumclaw, WA 98022, USA",2180,48351
7280300042,04/01/15,650000,4,2.25,2330,7220,2,0,1,3,8,1600,730,1988,0,98177,47.7764,-122.386,"20209 23rd Pl NW, Shoreline, WA 98177, USA",2220,9100
9368700031,05/09/14,195000,2,1,720,18000,1,0,0,3,6,720,0,1950,0,98178,47.5054,-122.261,"10622 57th Ave S, Seattle, WA 98178, USA",1250,7925
3223069118,6/16/2014,554000,3,3.5,3380,108900,2,0,0,3,9,2700,680,1999,0,98058,47.4316,-122.075,"19000 196th Ave SE, Renton, WA 98058, USA",2250,130680
2522029039,9/29/2014,550000,3,2,3650,843309,2,0,0,4,7,3650,0,1991,0,98070,47.3627,-122.496,"26740 Vashon Hwy SW, Vashon, WA 98070, USA",1870,273992
7977200590,2/19/2015,700000,3,1.75,1640,4590,1.5,0,0,5,7,1640,0,1951,0,98115,47.6846,-122.294,"7553 32nd Ave NE, Seattle, WA 98115, USA",1760,5100
3124089086,10/02/14,300000,4,1,1730,177657,1.5,0,0,3,5,1730,0,1948,0,98065,47.5163,-121.829,"9405 384th Ave SE, Snoqualmie, WA 98065, USA",1400,45175
1568100215,10/07/14,315000,2,1,1030,8576,1.5,0,0,5,6,1030,0,1952,0,98155,47.7352,-122.295,"14548 31st Ave NE, Shoreline, WA 98155, USA",1310,8504
5364200649,10/08/14,603000,3,1,1790,5250,1,0,0,3,7,1400,390,1943,0,98105,47.6627,-122.276,"4545 48th Ave NE, Seattle, WA 98105, USA",1790,5250
2771601730,6/29/2014,530000,2,1,840,3400,1,0,2,4,7,840,0,1924,0,98119,47.6403,-122.372,"2423 11th Ave W, Seattle, WA 98119, USA",2000,4000
7201800300,09/09/14,397500,3,1.75,1300,8480,1,0,0,3,7,1300,0,1969,0,98052,47.6991,-122.13,"15716 NE 110th St, Redmond, WA 98052, USA",1740,7280
7224500300,3/25/2015,221000,3,1,1240,5250,1.5,0,0,4,6,1240,0,1904,0,98055,47.4917,-122.206,"537 Williams Ave N, Renton, WA 98057, USA",1240,5250
3876312350,12/02/14,466000,4,2.25,2170,8050,1,0,0,3,7,1220,950,1976,0,98072,47.7354,-122.174,"14646 124th Pl NE, Woodinville, WA 98072, USA",1820,7700
853000261,6/19/2014,197500,3,1,1330,5412,2,0,0,5,7,1330,0,1905,0,98022,47.2053,-121.993,"1529 Griffin Ave, Enumclaw, WA 98022, USA",1710,10825
7165700110,05/07/15,280000,3,3,1390,1080,2,0,0,3,7,1140,250,2006,0,98118,47.5325,-122.282,"3967 S Chicago St, Seattle, WA 98118, USA",1450,1461
5708500208,10/03/14,412000,2,1.5,1240,3873,1,0,0,4,6,860,380,1909,0,98116,47.5752,-122.388,"3212 44th Ave SW, Seattle, WA 98116, USA",1240,4336
5014000215,8/18/2014,454000,2,1,880,6731,1,0,0,4,7,880,0,1950,0,98116,47.5694,-122.395,"3829 49th Ave SW, Seattle, WA 98116, USA",1240,6731
2126079014,05/12/14,540000,4,2.25,2540,228254,1,0,0,3,8,1450,1090,1990,0,98019,47.719,-121.912,"31907 NE 139th St, Duvall, WA 98019, USA",1780,59241
5595900090,06/09/14,250000,5,1.5,2520,5753,1.5,0,0,4,7,1510,1010,1928,0,98022,47.2058,-121.997,"2134 Montgomery Ave, Enumclaw, WA 98022, USA",1620,6875
1445500100,05/11/15,900000,5,2.25,2510,35691,1,0,0,3,9,2510,0,1967,0,98005,47.6435,-122.154,"13845 NE 37th Pl, Bellevue, WA 98005, USA",3160,35037
4270600025,5/13/2014,245000,5,1.75,2020,7902,1,0,0,3,7,1220,800,1962,0,98168,47.51,-122.327,"10422 Aqua Way S, Seattle, WA 98168, USA",2220,8819
3546000490,10/07/14,290000,3,1.75,2060,7251,1,0,0,3,7,1350,710,1987,0,98030,47.3569,-122.175,"12424 SE 273rd Pl, Kent, WA 98030, USA",1520,7582
423049067,02/05/15,160000,2,1,930,7742,1,0,0,3,6,930,0,1933,0,98168,47.507,-122.302,"10670 22nd Pl S, Seattle, WA 98168, USA",2240,8723
9272201250,3/30/2015,1.26E+06,2,1.5,2700,7225,1.5,0,4,3,8,1660,1040,1910,2008,98116,47.5892,-122.383,"1608 Edgewood Ave SW, Seattle, WA 98116, USA",2970,5150
3226049184,3/27/2015,325000,2,1,1060,6050,1,0,0,3,7,940,120,1939,0,98125,47.7028,-122.321,"537 NE 103rd St, Seattle, WA 98125, USA",1540,5279
5381000082,01/08/15,185000,2,1,670,6750,1,0,0,4,5,670,0,1947,0,98188,47.4521,-122.283,"16823 40th Ave S, SeaTac, WA 98188, USA",1700,11520
475000750,9/25/2014,477000,3,2,1750,4990,1,0,0,3,7,950,800,1916,0,98107,47.6667,-122.361,"306 NW 52nd St, Seattle, WA 98107, USA",1700,5000
1900000195,6/30/2014,100000,2,1,930,7623,1,0,0,2,6,930,0,1942,0,98166,47.467,-122.349,"1038 SW 152nd St, Burien, WA 98166, USA",1300,7641
5162100820,05/04/15,345000,4,2.5,2420,11481,1,0,0,3,8,1370,1050,1985,0,98003,47.341,-122.318,"29200 13th Ave S, Federal Way, WA 98003, USA",2290,8985
6113400047,3/31/2015,530000,4,2.25,2410,14985,1,0,1,4,7,1950,460,1965,0,98166,47.4278,-122.343,"19420 Normandy Park Dr SW, Normandy Park, WA 98166, USA",2510,15256
7460000015,6/20/2014,203000,3,1,1150,7156,1,0,0,4,6,1150,0,1953,0,98168,47.4864,-122.317,"1226 S 130th Pl, Burien, WA 98168, USA",1210,7156
7202340820,10/28/2014,599000,4,2.5,2480,5000,2,0,0,3,7,2480,0,2004,0,98053,47.6811,-122.035,"8915 228th Way NE, Redmond, WA 98053, USA",2410,5000
5393601690,7/20/2014,370000,4,1,1310,6000,1.5,0,0,3,7,1310,0,1940,0,98144,47.5822,-122.295,"2320 29th Ave S, Seattle, WA 98144, USA",1630,6000
7686203275,2/27/2015,140000,3,1,1240,8000,1,0,0,4,6,1040,200,1954,0,98198,47.4204,-122.316,"20211 14th Ave S, SeaTac, WA 98198, USA",1240,8000
2490200165,6/23/2014,500000,3,1,1150,5100,2,0,0,3,8,1150,0,1911,2005,98136,47.5349,-122.384,"3947 SW Austin St, Seattle, WA 98136, USA",1440,5100
597000195,02/03/15,527200,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,"1923 S Stevens St, Seattle, WA 98144, USA",1360,4000
5119010090,05/10/14,549900,5,2.75,3060,7015,1,0,0,5,8,1600,1460,1979,0,98146,47.5052,-122.372,"10834 31st Ave SW, Seattle, WA 98146, USA",2190,7600
1873100490,05/02/15,760000,4,2.5,3520,8095,2,0,0,3,9,3520,0,2006,0,98052,47.7065,-122.109,"17229 NE 119th Ct, Redmond, WA 98052, USA",2460,4676
3336001911,7/28/2014,319000,2,1,960,4400,1,0,0,4,7,960,0,1951,0,98118,47.5269,-122.264,"8457 55th Ave S, Seattle, WA 98118, USA",1520,5000
1922059445,6/23/2014,362300,3,2.5,2430,15264,2,0,0,3,8,2430,0,1997,0,98030,47.3805,-122.208,"9926 S 247th Pl, Kent, WA 98030, USA",2260,10416
7203600750,4/27/2015,421000,3,2.5,1930,4505,1,0,3,4,7,1440,490,1973,0,98198,47.3459,-122.326,"28448 5th Pl S, Des Moines, WA 98198, USA",1550,4505
6021503740,03/04/15,690000,3,1,1090,4000,1.5,0,0,4,7,1090,0,1945,0,98117,47.6846,-122.386,"7550 Jones Ave NW, Seattle, WA 98117, USA",1520,4000
3324069058,8/28/2014,640000,3,2.5,2790,31798,1,0,0,5,8,1650,1140,1953,0,98027,47.5241,-122.039,"165 SW Gibson Ln, Issaquah, WA 98027, USA",1400,14849
7345310100,12/08/14,238000,4,1.75,1650,6900,1,0,0,3,7,910,740,1978,1993,98002,47.2802,-122.211,"3109 O St SE, Auburn, WA 98002, USA",1540,7645
6398000011,06/02/14,789000,3,3,3740,39640,2,0,2,3,10,3740,0,1991,0,98070,47.4036,-122.462,"9900 SW Quartermaster Dr, Vashon, WA 98070, USA",2930,26136
5460600110,4/23/2015,1.05E+06,6,4,5310,12741,2,0,2,3,10,3600,1710,1967,0,98040,47.5696,-122.213,"4250 Crestwood Pl, Mercer Island, WA 98040, USA",4190,12632
9478500590,04/08/15,302500,3,2.5,1690,4476,2,0,0,3,7,1690,0,2008,0,98042,47.3663,-122.114,"17025 SE 263rd St, Covington, WA 98042, USA",2250,4488
8645501091,03/11/15,259950,4,1.75,1400,7920,1,0,0,3,7,1400,0,1963,0,98058,47.4658,-122.184,"1601 Ferndale Ave SE, Renton, WA 98058, USA",1910,7700
8099800590,6/20/2014,456000,3,1.5,1440,28516,1,0,0,4,7,1440,0,1975,0,98075,47.5829,-122.005,"24972 SE 30th St, Sammamish, WA 98075, USA",2080,27049
339600090,9/25/2014,369950,3,2.5,1360,3718,2,0,0,3,7,1360,0,1987,0,98052,47.6827,-122.097,"18110 NE 91st Ct, Redmond, WA 98052, USA",1090,3718
3522029031,5/16/2014,363750,3,1.75,1726,197326,2,0,0,4,7,1726,0,1982,0,98070,47.3484,-122.505,"28507 Vashon Hwy SW, Vashon, WA 98070, USA",2114,99316
725079058,08/11/14,585000,3,1.75,2220,216493,1,0,2,3,8,2220,0,1989,0,98014,47.6624,-121.951,"29104 NE 62nd Pl, Carnation, WA 98014, USA",2900,169884
104530110,10/08/14,268000,3,2.5,1850,6676,2,0,0,3,7,1850,0,1986,0,98023,47.3103,-122.36,"2014 SW 325th Pl, Federal Way, WA 98023, USA",1700,6663
6852700246,9/23/2014,1.20E+06,5,2.5,2860,4000,2,0,0,4,8,2160,700,1910,0,98102,47.6225,-122.318,"415 11th Ave E, Seattle, WA 98102, USA",1340,1224
2124700015,7/16/2014,345000,3,1,1120,10176,1,0,0,3,6,920,200,1905,0,98118,47.5235,-122.277,"4348 S Henderson St, Seattle, WA 98118, USA",1350,7500
8665900291,2/25/2015,539000,4,2.5,2340,19850,2,0,0,3,9,2340,0,1993,0,98155,47.7672,-122.306,"18930 Lago Pl NE, Lake Forest Park, WA 98155, USA",1930,15439
8965500820,07/02/14,851000,5,3.25,3760,9792,2,0,0,3,9,2550,1210,1984,0,98006,47.5654,-122.115,"4412 170th Ave SE, Bellevue, WA 98006, USA",2960,16500
1024000100,04/08/15,900000,3,2.5,1920,7200,2,0,2,3,10,1780,140,1997,0,98116,47.5709,-122.408,"3704 59th Ave SW, Seattle, WA 98116, USA",2080,5000
6132600165,07/03/14,850000,3,2.5,3230,5000,2,0,2,5,8,2430,800,1945,0,98117,47.7011,-122.389,"2431 NW Neptune Pl, Seattle, WA 98117, USA",1820,5000
4040800090,05/06/14,390000,3,1.75,1260,6500,1,0,0,4,7,1260,0,1966,0,98008,47.6224,-122.116,"1415 168th Ave NE, Bellevue, WA 98008, USA",1500,7700
3432500215,06/10/14,345000,3,1.75,1540,6909,1,0,0,4,7,920,620,1955,0,98155,47.7451,-122.313,"15th Ave NE & NE 160th St, Shoreline, WA 98155, USA",1130,6908
3630030110,6/16/2014,534500,3,2.5,1700,3150,2,0,0,3,8,1700,0,2005,0,98029,47.5505,-121.998,"2495 NE Laurel Crest Ln, Issaquah, WA 98029, USA",1700,3600
9297300740,11/18/2014,643500,6,5.25,3600,3960,2,0,0,3,7,2400,1200,1971,0,98126,47.5656,-122.372,"3080 SW Avalon Way, Seattle, WA 98126, USA",1450,4600
3592500866,04/02/15,1.21E+06,3,2.75,3150,5520,1.5,0,0,4,8,2130,1020,1925,0,98112,47.6345,-122.302,"2149 E Interlaken Blvd, Seattle, WA 98112, USA",3160,6200
5019500215,1/15/2015,495000,2,1.75,1280,4000,1,0,0,4,7,730,550,1929,0,98116,47.5798,-122.383,"2644 Walnut Ave SW, Seattle, WA 98116, USA",2250,5382
3290800215,7/30/2014,535000,2,1,980,4120,1,0,0,3,7,830,150,1950,2014,98115,47.6815,-122.291,"7306 34th Ave NE, Seattle, WA 98115, USA",1760,4120
7853230590,10/29/2014,435000,4,2.5,2190,6578,2,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,"7801 Melrose Ln SE, Snoqualmie, WA 98065, USA",2190,5416
1221000490,11/13/2014,305000,4,2,2470,1831,2,0,0,3,7,1970,500,2009,0,98166,47.4645,-122.337,"210 SW 155th St, Burien, WA 98166, USA",1310,7500
5210200077,6/19/2014,799000,4,2.5,2590,7910,2,0,0,3,9,2590,0,2001,0,98115,47.6978,-122.284,"4022 NE 95th St, Seattle, WA 98115, USA",1700,7488
3275880100,11/13/2014,700000,4,2.5,2580,15031,2,0,0,3,9,2580,0,1999,0,98052,47.6895,-122.094,"18505 NE 100th Ct, Redmond, WA 98052, USA",3030,10361
2767704345,5/20/2014,467000,3,2.25,1270,1213,2,0,0,3,8,1040,230,2005,0,98107,47.6736,-122.375,"1427 NW 62nd St, Seattle, WA 98107, USA",1410,1265
1432701380,04/07/15,263000,3,1,1250,7560,1,0,0,3,6,1250,0,1959,0,98058,47.4493,-122.173,"17105 127th Ave SE, Renton, WA 98058, USA",1270,7615
1564000740,8/20/2014,760000,4,2.5,4660,7157,2,0,0,3,9,3020,1640,2003,0,98059,47.5352,-122.156,"7533 137th Ave SE, Newcastle, WA 98059, USA",3300,7047
8141300300,02/07/15,293000,4,2.5,2019,4435,2,0,3,3,8,2019,0,2008,0,98022,47.1958,-121.974,"516 Mount Peak St N, Enumclaw, WA 98022, USA",1950,4800
1388600110,8/21/2014,245000,3,2,1490,7929,1,0,0,3,7,1490,0,1989,0,98002,47.2875,-122.218,"810 23rd St SE, Auburn, WA 98002, USA",1650,7929
3523029059,7/31/2014,181000,2,1.5,1560,10807,1,0,0,2,7,1560,0,1949,0,98070,47.4444,-122.509,"17903 Westside Hwy SW, Vashon, WA 98070, USA",1660,196591
1061500110,4/23/2015,240000,3,1,1030,15264,1,0,0,4,7,1030,0,1962,0,98056,47.5016,-122.168,"1111 Shelton Ave NE, Renton, WA 98056, USA",1430,14840
7555210100,11/17/2014,880000,4,2.75,2560,7961,1,0,2,4,8,1450,1110,1975,0,98033,47.6499,-122.199,"10516 NE 44th St, Kirkland, WA 98033, USA",2500,9009
9407150100,6/25/2014,285000,3,2,1460,6377,1,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,"24108 SE 261st Pl, Maple Valley, WA 98038, USA",1600,6250
6414100721,4/16/2015,407500,2,1,770,6017,1,0,0,3,7,770,0,1950,0,98125,47.7223,-122.321,"12733 8th Ave NE, Seattle, WA 98125, USA",1670,7500
4307340490,08/12/14,325000,4,2.5,1960,3543,2,0,0,3,7,1960,0,2004,0,98056,47.4849,-122.184,"215 Ferndale Ct NE, Renton, WA 98056, USA",2420,3646
4022900569,10/17/2014,405000,3,1.75,1900,10454,1,0,0,3,7,1390,510,1978,0,98155,47.7748,-122.291,"3350 NE 202nd St, Lake Forest Park, WA 98155, USA",2000,12000
2114700115,04/07/15,291700,3,2.5,1970,4120,1.5,0,0,3,6,1230,740,1927,0,98106,47.5328,-122.346,"7731 8th Ave SW, Seattle, WA 98106, USA",1470,4080
2320069364,10/16/2014,370000,3,2.5,2490,18525,2,0,3,3,8,2490,0,1995,0,98022,47.2119,-122.001,"3086 Garfield St, Enumclaw, WA 98022, USA",1850,9516
4331400090,5/28/2014,270000,3,1.5,1430,8960,1,0,0,4,6,1430,0,1953,0,98166,47.4759,-122.349,"14231 11th Ave SW, Burien, WA 98166, USA",1560,10125
3886902870,5/27/2014,800000,4,2.5,2680,7200,1,0,0,3,8,1380,1300,1952,2013,98033,47.6835,-122.187,"11540 NE 91st St, Kirkland, WA 98033, USA",1950,8520
9136102680,9/23/2014,626500,3,1.75,1610,3210,1,0,0,5,7,910,700,1928,0,98103,47.6656,-122.335,"1833 N 51st St, Seattle, WA 98103, USA",1420,3210
2581900165,10/21/2014,1.13E+06,4,3.5,4300,8406,2,0,1,3,11,3580,720,1987,0,98040,47.5396,-122.214,"9413 SE 70th Pl, Mercer Island, WA 98040, USA",2770,10006
3793501050,8/22/2014,399950,4,2.5,3200,7545,2,0,0,3,7,3200,0,2003,0,98038,47.3666,-122.03,"23404 SE 262nd Pl, Maple Valley, WA 98038, USA",2840,7137
619000100,7/24/2014,419000,3,1.75,2140,15030,1,0,0,4,7,1570,570,1958,0,98166,47.4181,-122.338,"20459 2nd Ave SW, Normandy Park, WA 98166, USA",2170,15030
4178700100,7/15/2014,1.16E+06,4,2.5,4240,43995,2,0,0,3,10,4240,0,1989,0,98075,47.6008,-122.044,"912 Lancaster Way SE, Sammamish, WA 98075, USA",3720,59522
3225059223,5/19/2014,1.41E+06,4,3.5,3410,10769,2,0,0,3,10,3410,0,2008,0,98004,47.6081,-122.198,"10635 SE 2nd St, Bellevue, WA 98004, USA",2650,10058
3885805325,7/31/2014,710000,4,2.75,2090,8064,2,0,0,5,7,2090,0,1967,0,98033,47.6829,-122.195,"645 10th Ave, Kirkland, WA 98033, USA",1460,8400
4151800195,3/30/2015,650000,3,1,1410,4840,1,0,2,4,6,1230,180,1942,0,98033,47.6646,-122.204,"6504 102nd Ave NE, Kirkland, WA 98033, USA",1410,5400
1137300690,2/20/2015,369900,4,2.5,2820,33750,2,0,0,4,9,2820,0,1984,0,98072,47.7387,-122.096,"15347 182nd Pl NE, Woodinville, WA 98072, USA",2510,36180
203600590,6/27/2014,641000,4,2.5,2770,63118,2,0,0,3,9,2770,0,1997,0,98014,47.6622,-121.961,"6338 284th Way NE, Carnation, WA 98014, USA",2770,44224
7745500015,3/18/2015,403000,3,1,1400,6879,1,0,0,3,7,1400,0,1951,0,98155,47.7508,-122.286,"16741 39th Pl NE, Lake Forest Park, WA 98155, USA",1950,7400
1370802600,07/03/14,1.02E+06,3,3.25,3620,4000,2,0,0,3,10,2730,890,2005,0,98199,47.6393,-122.403,"3505 W McGraw St, Seattle, WA 98199, USA",1910,5000
5452800645,9/22/2014,865000,4,2.5,2260,13600,1,0,0,4,8,1770,490,1974,0,98040,47.5436,-122.233,"6551 80th Ave SE, Mercer Island, WA 98040, USA",2630,13995
1324049015,11/11/14,2.49E+06,4,2.5,3440,23954,1.5,1,3,5,10,2260,1180,1931,0,98040,47.5636,-122.231,"4607 Forest Ave SE, Mercer Island, WA 98040, USA",4230,18723
7645900165,10/16/2014,810000,4,1,2150,3588,2,0,3,4,8,1850,300,1926,0,98126,47.5767,-122.378,"3022 37th Ave SW, Seattle, WA 98126, USA",1950,3588
6798100652,7/15/2014,316750,3,2.5,1256,1154,3,0,0,3,7,1256,0,2005,0,98125,47.7146,-122.311,"11720 16th Ave NE, Seattle, WA 98125, USA",1309,1232
1023079147,8/20/2014,652500,4,2.25,2220,130244,2,0,0,3,8,2220,0,1989,0,98027,47.4989,-121.9,"33020 SE 114th St, Issaquah, WA 98027, USA",2680,130680
7972601250,02/04/15,360000,6,2.75,2850,15240,1,0,0,3,7,1850,1000,1962,0,98106,47.5288,-122.345,"8144 8th Ave SW, Seattle, WA 98106, USA",2090,7620
421000215,4/16/2015,208000,2,1,700,5100,1,0,0,4,5,700,0,1953,0,98056,47.4957,-122.168,"3806 NE 7th St, Renton, WA 98056, USA",970,5811
4054520100,02/10/15,898000,4,2.5,3700,63991,2,0,0,3,10,3700,0,1992,0,98077,47.7319,-122.051,"21525 NE 144th Pl, Woodinville, WA 98077, USA",3210,47215
3579700015,2/27/2015,295000,4,1.75,1400,11934,1,0,0,3,7,1050,350,1961,0,98028,47.7346,-122.244,"7416 NE 146th St, Kenmore, WA 98028, USA",2080,10400
9310300215,05/06/15,652500,4,1.75,3130,18253,2,0,0,3,7,3130,0,1978,0,98133,47.7402,-122.348,"824 N 153rd Pl, Shoreline, WA 98133, USA",1850,12220
3905081800,7/25/2014,560000,4,3,2170,5764,2,0,0,3,8,2170,0,1992,0,98029,47.5673,-121.999,"4260 257th Pl SE, Issaquah, WA 98029, USA",2010,5681
7236100025,05/04/15,280000,3,1,1020,8400,1,0,0,4,7,1020,0,1957,0,98056,47.4905,-122.18,"504 Index Ave NE, Renton, WA 98056, USA",1690,8030
2023049206,6/30/2014,289950,3,2.5,1760,8584,1.5,0,0,5,7,1760,0,1937,0,98148,47.4612,-122.325,"15827 7th Pl S, Burien, WA 98148, USA",2160,8584
3223059015,04/10/15,397500,3,2.5,1860,44093,1,0,0,3,7,1860,0,1978,0,98055,47.4381,-122.188,"11412 SE 184th St, Renton, WA 98055, USA",1900,6130
1726069064,3/24/2015,380000,2,1,1140,75132,1,0,0,3,7,1140,0,1956,0,98077,47.7349,-122.074,"14805 Mink Rd NE, Woodinville, WA 98077, USA",2570,35200
1423089162,10/31/2014,415900,3,2.5,1670,22703,1,0,0,3,7,1310,360,1988,0,98045,47.4708,-121.756,"43654 SE 143rd Pl, North Bend, WA 98045, USA",1510,16817
8024201503,7/16/2014,475000,2,1.75,1710,8645,1,0,0,4,7,1510,200,1923,0,98115,47.7005,-122.313,"1248 NE 98th St, Seattle, WA 98115, USA",1280,5366
859000110,10/02/14,125000,1,1,500,7440,1,0,0,1,5,500,0,1928,0,98106,47.5252,-122.362,"8645 22nd Ave SW, Seattle, WA 98106, USA",1350,7440
2322059039,8/21/2014,238000,3,1,1470,32670,1,0,0,3,7,1020,450,1958,0,98042,47.3811,-122.144,"24625 148th Ave SE, Kent, WA 98042, USA",2640,24100
2023049245,8/20/2014,296000,4,1.5,1370,9750,1,0,0,3,7,1070,300,1953,0,98168,47.4718,-122.323,"14620 8th Ave S, Burien, WA 98168, USA",1540,9789
114100745,05/06/14,475000,6,3,3470,117612,1.5,0,0,3,7,3470,0,1924,0,98028,47.7663,-122.234,"19015 80th Ave NE, Kenmore, WA 98028, USA",2120,17100
2391601380,2/23/2015,390000,3,2.25,1650,6250,1.5,0,0,3,7,1650,0,1910,0,98116,47.5639,-122.4,"4428 52nd Pl SW, Seattle, WA 98116, USA",2060,6250
2313900740,11/19/2014,425000,3,1,1180,3750,1,0,0,3,6,1030,150,1940,0,98116,47.5726,-122.382,"3413 39th Ave SW, Seattle, WA 98116, USA",1280,3750
9521101015,6/26/2014,725000,6,3,3110,5000,1.5,0,0,5,7,1810,1300,1921,0,98103,47.6631,-122.348,"812 N 47th St, Seattle, WA 98103, USA",1600,4000
1036400110,07/02/14,605000,3,2.25,2080,12134,1,0,0,4,8,1530,550,1973,0,98052,47.6315,-122.102,"2408 178th Ave NE, Redmond, WA 98052, USA",2320,12400
2572400100,11/05/14,302000,3,1,1600,1950,2,0,0,2,7,1600,0,1906,0,98122,47.6028,-122.312,"1516 E Fir St, Seattle, WA 98122, USA",1310,1138
6821600300,3/18/2015,886000,3,2.25,2380,6000,2,0,0,5,9,1650,730,1931,0,98199,47.6472,-122.393,"3009 28th Ave W, Seattle, WA 98199, USA",2000,6000
